City,ZipCode,Type,County,Population
"San Antonio, TX",78203,Standard,Bexar,"6,099"
"San Antonio, TX",78204,Standard,Bexar,"11,125"
"San Antonio, TX",78205,Standard,Bexar,"1,453"
"San Antonio, TX",78206,Standard,Bexar,0
"San Antonio, TX",78207,Standard,Bexar,"55,514"
"San Antonio, TX",78208,Standard,Bexar,"3,736"
"San Antonio, TX",78209,Standard,Bexar,"39,197"
"San Antonio, TX",78210,Standard,Bexar,"36,865"
"San Antonio, TX",78211,Standard,Bexar,"31,944"
"San Antonio, TX",78212,Standard,Bexar,"28,415"
"San Antonio, TX",78213,Standard,Bexar,"40,396"
"San Antonio, TX",78214,Standard,Bexar,"23,341"
"San Antonio, TX",78215,Standard,Bexar,"1,150"
"San Antonio, TX",78216,Standard,Bexar,"40,267"
"San Antonio, TX",78217,Standard,Bexar,"32,165"
"San Antonio, TX",78218,Standard,Bexar,"31,917"
"San Antonio, TX",78219,Standard,Bexar,"15,225"
"San Antonio, TX",78220,Standard,Bexar,"15,965"
"San Antonio, TX",78221,Standard,Bexar,"35,990"
"San Antonio, TX",78222,Standard,Bexar,"19,408"
"San Antonio, TX",78223,Standard,Bexar,"50,637"
"San Antonio, TX",78224,Standard,Bexar,"17,601"
"San Antonio, TX",78225,Standard,Bexar,"13,025"
"San Antonio, TX",78226,Standard,Bexar,"6,648"
"San Antonio, TX",78227,Standard,Bexar,"46,077"
"San Antonio, TX",78228,Standard,Bexar,"58,811"
"San Antonio, TX",78229,Standard,Bexar,"28,804"
"San Antonio, TX",78230,Standard,Bexar,"39,089"
"San Antonio, TX",78231,Standard,Bexar,"7,906"
"San Antonio, TX",78232,Standard,Bexar,"35,120"
"San Antonio, TX",78233,Standard,Bexar,"43,710"
"San Antonio, TX",78234,Standard,Bexar,"7,126"
"San Antonio, TX",78235,Standard,Bexar,357
"San Antonio, TX",78236,Standard,Bexar,"10,392"
"San Antonio, TX",78237,Standard,Bexar,"36,929"
"San Antonio, TX",78238,Standard,Bexar,"23,514"
"San Antonio, TX",78239,Standard,Bexar,"28,736"
"San Antonio, TX",78240,Standard,Bexar,"51,111"
"San Antonio, TX",78241,Standard,Bexar,0
"San Antonio, TX",78242,Standard,Bexar,"31,395"
"San Antonio, TX",78243,Standard,Bexar,235
"San Antonio, TX",78244,Standard,Bexar,"30,757"
"San Antonio, TX",78245,Standard,Bexar,"56,511"
"San Antonio, TX",78246,P.O. Box,Bexar,0
"San Antonio, TX",78247,Standard,Bexar,"49,176"
"San Antonio, TX",78248,Standard,Bexar,"13,638"
"San Antonio, TX",78249,Standard,Bexar,"49,951"
"San Antonio, TX",78250,Standard,Bexar,"54,903"
"San Antonio, TX",78251,Standard,Bexar,"49,435"
"San Antonio, TX",78252,Standard,Bexar,"7,372"
"San Antonio, TX",78253,Standard,Bexar,"29,007"
"San Antonio, TX",78254,Standard,Bexar,"44,817"
"San Antonio, TX",78255,Standard,Bexar,"10,826"
"San Antonio, TX",78256,Standard,Bexar,"6,855"
"San Antonio, TX",78257,Standard,Bexar,"3,950"
"San Antonio, TX",78258,Standard,Bexar,"40,586"
"San Antonio, TX",78259,Standard,Bexar,"22,660"
"San Antonio, TX",78260,Standard,Bexar,"24,844"
"San Antonio, TX",78261,Standard,Bexar,"13,513"
"San Antonio, TX",78263,Standard,Bexar,"4,673"
"San Antonio, TX",78264,Standard,Bexar,"12,339"
"San Antonio, TX",78265,P.O. Box,Bexar,0
"San Antonio, TX",78266,Standard,Comal,"5,591"
"San Antonio, TX",78268,P.O. Box,Bexar,0
"San Antonio, TX",78269,P.O. Box,Bexar,0
"San Antonio, TX",78270,P.O. Box,Bexar,0
"San Antonio, TX",78278,P.O. Box,Bexar,0
"San Antonio, TX",78279,P.O. Box,Bexar,0
"San Antonio, TX",78280,P.O. Box,Bexar,0
"San Antonio, TX",78283,P.O. Box,Bexar,0
"San Antonio, TX",78284,Standard,Bexar,0
"San Antonio, TX",78285,Standard,Bexar,0
"San Antonio, TX",78288,Unique,Bexar,0
"San Antonio, TX",78289,Unique,Bexar,0
"San Antonio, TX",78291,P.O. Box,Bexar,0
"San Antonio, TX",78292,P.O. Box,Bexar,0
"San Antonio, TX",78293,P.O. Box,Bexar,0
"San Antonio, TX",78294,P.O. Box,Bexar,0
"San Antonio, TX",78295,P.O. Box,Bexar,0
"San Antonio, TX",78296,P.O. Box,Bexar,0
"San Antonio, TX",78297,P.O. Box,Bexar,0
"San Antonio, TX",78298,P.O. Box,Bexar,0
"San Antonio, TX",78299,P.O. Box,Bexar,0
"San Diego, CA",92101,Standard,San Diego,"37,095"
"San Diego, CA",92102,Standard,San Diego,"43,267"
"San Diego, CA",92103,Standard,San Diego,"31,066"
"San Diego, CA",92104,Standard,San Diego,"44,414"
"San Diego, CA",92105,Standard,San Diego,"69,813"
"San Diego, CA",92106,Standard,San Diego,"19,330"
"San Diego, CA",92107,Standard,San Diego,"28,651"
"San Diego, CA",92108,Standard,San Diego,"18,858"
"San Diego, CA",92109,Standard,San Diego,"45,787"
"San Diego, CA",92110,Standard,San Diego,"25,341"
"San Diego, CA",92111,Standard,San Diego,"45,096"
"San Diego, CA",92112,P.O. Box,San Diego,0
"San Diego, CA",92113,Standard,San Diego,"56,066"
"San Diego, CA",92114,Standard,San Diego,"65,433"
"San Diego, CA",92115,Standard,San Diego,"58,560"
"San Diego, CA",92116,Standard,San Diego,"31,680"
"San Diego, CA",92117,Standard,San Diego,"51,332"
"San Diego, CA",92118,Standard,San Diego,"23,575"
"San Diego, CA",92119,Standard,San Diego,"23,057"
"San Diego, CA",92120,Standard,San Diego,"26,317"
"San Diego, CA",92121,Standard,San Diego,"4,179"
"San Diego, CA",92122,Standard,San Diego,"43,728"
"San Diego, CA",92123,Standard,San Diego,"26,823"
"San Diego, CA",92124,Standard,San Diego,"30,443"
"San Diego, CA",92126,Standard,San Diego,"73,343"
"San Diego, CA",92127,Standard,San Diego,"39,337"
"San Diego, CA",92128,Standard,San Diego,"47,490"
"San Diego, CA",92129,Standard,San Diego,"51,536"
"San Diego, CA",92130,Standard,San Diego,"48,940"
"San Diego, CA",92131,Standard,San Diego,"32,787"
"San Diego, CA",92132,Unique,San Diego,0
"San Diego, CA",92134,Unique,San Diego,198
"San Diego, CA",92135,Standard,San Diego,571
"San Diego, CA",92136,Unique,San Diego,0
"San Diego, CA",92137,P.O. Box,San Diego,0
"San Diego, CA",92138,P.O. Box,San Diego,0
"San Diego, CA",92139,Standard,San Diego,"35,125"
"San Diego, CA",92140,Unique,San Diego,"3,435"
"San Diego, CA",92142,P.O. Box,San Diego,0
"San Diego, CA",92143,P.O. Box,San Diego,0
"San Diego, CA",92145,Unique,San Diego,"1,449"
"San Diego, CA",92147,Unique,San Diego,559
"San Diego, CA",92149,P.O. Box,San Diego,0
"San Diego, CA",92150,P.O. Box,San Diego,0
"San Diego, CA",92152,Unique,San Diego,0
"San Diego, CA",92153,P.O. Box,San Diego,0
"San Diego, CA",92154,Standard,San Diego,"79,708"
"San Diego, CA",92155,Unique,San Diego,550
"San Diego, CA",92158,Unique,San Diego,0
"San Diego, CA",92159,P.O. Box,San Diego,0
"San Diego, CA",92160,P.O. Box,San Diego,0
"San Diego, CA",92161,Unique,San Diego,0
"San Diego, CA",92163,P.O. Box,San Diego,0
"San Diego, CA",92165,P.O. Box,San Diego,0
"San Diego, CA",92166,P.O. Box,San Diego,0
"San Diego, CA",92167,P.O. Box,San Diego,0
"San Diego, CA",92168,P.O. Box,San Diego,0
"San Diego, CA",92169,P.O. Box,San Diego,0
"San Diego, CA",92170,P.O. Box,San Diego,0
"San Diego, CA",92171,P.O. Box,San Diego,0
"San Diego, CA",92172,P.O. Box,San Diego,0
"San Diego, CA",92173,Standard,San Diego,"29,429"
"San Diego, CA",92174,P.O. Box,San Diego,0
"San Diego, CA",92175,P.O. Box,San Diego,0
"San Diego, CA",92176,P.O. Box,San Diego,0
"San Diego, CA",92177,P.O. Box,San Diego,0
"San Diego, CA",92178,P.O. Box,San Diego,0
"San Diego, CA",92179,P.O. Box,San Diego,0
"San Diego, CA",92182,Unique,San Diego,0
"San Diego, CA",92186,P.O. Box,San Diego,0
"San Diego, CA",92187,Unique,San Diego,0
"San Diego, CA",92191,P.O. Box,San Diego,0
"San Diego, CA",92192,P.O. Box,San Diego,0
"San Diego, CA",92193,P.O. Box,San Diego,0
"San Diego, CA",92195,P.O. Box,San Diego,0
"San Diego, CA",92196,P.O. Box,San Diego,0
"San Diego, CA",92197,Standard,San Diego,0
"San Diego, CA",92198,P.O. Box,San Diego,0
"San Diego, CA",92199,Standard,San Diego,0
"Dallas, TX",75201,Standard,Dallas,"9,409"
"Dallas, TX",75202,Standard,Dallas,"1,666"
"Dallas, TX",75203,Standard,Dallas,"15,721"
"Dallas, TX",75204,Standard,Dallas,"26,279"
"Dallas, TX",75205,Standard,Dallas,"23,061"
"Dallas, TX",75206,Standard,Dallas,"36,248"
"Dallas, TX",75207,Standard,Dallas,"9,648"
"Dallas, TX",75208,Standard,Dallas,"30,171"
"Dallas, TX",75209,Standard,Dallas,"13,653"
"Dallas, TX",75210,Standard,Dallas,"7,482"
"Dallas, TX",75211,Standard,Dallas,"73,146"
"Dallas, TX",75212,Standard,Dallas,"24,884"
"Dallas, TX",75214,Standard,Dallas,"32,950"
"Dallas, TX",75215,Standard,Dallas,"14,648"
"Dallas, TX",75216,Standard,Dallas,"49,416"
"Dallas, TX",75217,Standard,Dallas,"80,324"
"Dallas, TX",75218,Standard,Dallas,"21,665"
"Dallas, TX",75219,Standard,Dallas,"22,124"
"Dallas, TX",75220,Standard,Dallas,"41,891"
"Dallas, TX",75221,P.O. Box,Dallas,0
"Dallas, TX",75222,P.O. Box,Dallas,0
"Dallas, TX",75223,Standard,Dallas,"13,947"
"Dallas, TX",75224,Standard,Dallas,"34,034"
"Dallas, TX",75225,Standard,Dallas,"20,892"
"Dallas, TX",75226,Standard,Dallas,"3,506"
"Dallas, TX",75227,Standard,Dallas,"55,029"
"Dallas, TX",75228,Standard,Dallas,"66,551"
"Dallas, TX",75229,Standard,Dallas,"31,571"
"Dallas, TX",75230,Standard,Dallas,"26,934"
"Dallas, TX",75231,Standard,Dallas,"37,052"
"Dallas, TX",75232,Standard,Dallas,"28,682"
"Dallas, TX",75233,Standard,Dallas,"14,043"
"Dallas, TX",75234,Standard,Dallas,"28,794"
"Dallas, TX",75235,Standard,Dallas,"17,177"
"Dallas, TX",75236,Standard,Dallas,"15,949"
"Dallas, TX",75237,Standard,Dallas,"17,101"
"Dallas, TX",75238,Standard,Dallas,"30,483"
"Dallas, TX",75240,Standard,Dallas,"24,296"
"Dallas, TX",75241,Standard,Dallas,"27,066"
"Dallas, TX",75242,Standard,Dallas,0
"Dallas, TX",75243,Standard,Dallas,"55,406"
"Dallas, TX",75244,Standard,Dallas,"13,266"
"Dallas, TX",75246,Standard,Dallas,"2,770"
"Dallas, TX",75247,Standard,Dallas,468
"Dallas, TX",75248,Standard,Dallas,"33,395"
"Dallas, TX",75249,Standard,Dallas,"13,373"
"Dallas, TX",75250,P.O. Box,Dallas,0
"Dallas, TX",75251,Standard,Dallas,"2,331"
"Dallas, TX",75252,Standard,Collin,"24,112"
"Dallas, TX",75253,Standard,Dallas,"18,450"
"Dallas, TX",75254,Standard,Dallas,"23,253"
"Dallas, TX",75260,Standard,Dallas,0
"Dallas, TX",75261,P.O. Box,Dallas,0
"Dallas, TX",75262,P.O. Box,Dallas,0
"Dallas, TX",75263,P.O. Box,Dallas,0
"Dallas, TX",75264,P.O. Box,Dallas,0
"Dallas, TX",75265,P.O. Box,Dallas,0
"Dallas, TX",75266,P.O. Box,Dallas,0
"Dallas, TX",75267,P.O. Box,Dallas,0
"Dallas, TX",75270,Standard,Dallas,0
"Dallas, TX",75275,Unique,Dallas,0
"Dallas, TX",75277,Unique,Dallas,0
"Dallas, TX",75283,Unique,Dallas,0
"Dallas, TX",75284,Unique,Dallas,0
"Dallas, TX",75285,Unique,Dallas,0
"Dallas, TX",75287,Standard,Collin,"49,004"
"Dallas, TX",75301,Unique,Dallas,0
"Dallas, TX",75303,Unique,Dallas,0
"Dallas, TX",75312,Unique,Dallas,0
"Dallas, TX",75313,P.O. Box,Dallas,0
"Dallas, TX",75315,P.O. Box,Dallas,0
"Dallas, TX",75320,Unique,Dallas,0
"Dallas, TX",75326,Unique,Dallas,0
"Dallas, TX",75336,P.O. Box,Dallas,0
"Dallas, TX",75339,P.O. Box,Dallas,0
"Dallas, TX",75342,Standard,Dallas,0
"Dallas, TX",75354,P.O. Box,Dallas,0
"Dallas, TX",75355,P.O. Box,Dallas,0
"Dallas, TX",75356,P.O. Box,Dallas,0
"Dallas, TX",75357,P.O. Box,Dallas,0
"Dallas, TX",75358,Unique,Dallas,0
"Dallas, TX",75359,P.O. Box,Dallas,0
"Dallas, TX",75360,P.O. Box,Dallas,0
"Dallas, TX",75367,P.O. Box,Dallas,0
"Dallas, TX",75368,Unique,Dallas,0
"Dallas, TX",75370,P.O. Box,Dallas,0
"Dallas, TX",75371,P.O. Box,Dallas,0
"Dallas, TX",75372,P.O. Box,Dallas,0
"Dallas, TX",75373,Unique,Dallas,0
"Dallas, TX",75374,P.O. Box,Dallas,0
"Dallas, TX",75376,P.O. Box,Dallas,0
"Dallas, TX",75378,P.O. Box,Dallas,0
"Dallas, TX",75379,P.O. Box,Dallas,0
"Dallas, TX",75380,P.O. Box,Dallas,0
"Dallas, TX",75381,P.O. Box,Dallas,0
"Dallas, TX",75382,P.O. Box,Dallas,0
"Dallas, TX",75389,Unique,Dallas,0
"Dallas, TX",75390,Unique,Dallas,0
"Dallas, TX",75391,Unique,Dallas,0
"Dallas, TX",75392,Unique,Dallas,0
"Dallas, TX",75393,Unique,Dallas,0
"Dallas, TX",75394,Unique,Dallas,0
"Dallas, TX",75395,Unique,Dallas,0
"Dallas, TX",75397,Unique,Dallas,0
"Dallas, TX",75398,Standard,Dallas,0
"San Jose, CA",95002,P.O. Box,Santa Clara,"2,077"
"San Jose, CA",95101,Standard,Santa Clara,0
"San Jose, CA",95103,P.O. Box,Santa Clara,0
"San Jose, CA",95106,P.O. Box,Santa Clara,0
"San Jose, CA",95108,P.O. Box,Santa Clara,0
"San Jose, CA",95109,P.O. Box,Santa Clara,0
"San Jose, CA",95110,Standard,Santa Clara,"18,730"
"San Jose, CA",95111,Standard,Santa Clara,"58,466"
"San Jose, CA",95112,Standard,Santa Clara,"55,927"
"San Jose, CA",95113,Standard,Santa Clara,893
"San Jose, CA",95115,P.O. Box,Santa Clara,0
"San Jose, CA",95116,Standard,Santa Clara,"51,496"
"San Jose, CA",95117,Standard,Santa Clara,"30,067"
"San Jose, CA",95118,Standard,Santa Clara,"31,932"
"San Jose, CA",95119,Standard,Santa Clara,"9,970"
"San Jose, CA",95120,Standard,Santa Clara,"37,457"
"San Jose, CA",95121,Standard,Santa Clara,"37,469"
"San Jose, CA",95122,Standard,Santa Clara,"56,545"
"San Jose, CA",95123,Standard,Santa Clara,"62,228"
"San Jose, CA",95124,Standard,Santa Clara,"47,082"
"San Jose, CA",95125,Standard,Santa Clara,"51,939"
"San Jose, CA",95126,Standard,Santa Clara,"31,049"
"San Jose, CA",95127,Standard,Santa Clara,"61,325"
"San Jose, CA",95128,Standard,Santa Clara,"34,836"
"San Jose, CA",95129,Standard,Santa Clara,"38,720"
"San Jose, CA",95130,Standard,Santa Clara,"13,911"
"San Jose, CA",95131,Standard,Santa Clara,"28,565"
"San Jose, CA",95132,Standard,Santa Clara,"40,299"
"San Jose, CA",95133,Standard,Santa Clara,"25,401"
"San Jose, CA",95134,Standard,Santa Clara,"15,268"
"San Jose, CA",95135,Standard,Santa Clara,"20,120"
"San Jose, CA",95136,Standard,Santa Clara,"42,989"
"San Jose, CA",95138,Standard,Santa Clara,"18,889"
"San Jose, CA",95139,Standard,Santa Clara,"6,748"
"San Jose, CA",95140,Standard,Santa Clara,191
"San Jose, CA",95141,Standard,Santa Clara,0
"San Jose, CA",95148,Standard,Santa Clara,"45,528"
"San Jose, CA",95150,P.O. Box,Santa Clara,0
"San Jose, CA",95151,P.O. Box,Santa Clara,0
"San Jose, CA",95152,P.O. Box,Santa Clara,0
"San Jose, CA",95153,P.O. Box,Santa Clara,0
"San Jose, CA",95154,P.O. Box,Santa Clara,0
"San Jose, CA",95155,P.O. Box,Santa Clara,0
"San Jose, CA",95156,P.O. Box,Santa Clara,0
"San Jose, CA",95157,P.O. Box,Santa Clara,0
"San Jose, CA",95158,P.O. Box,Santa Clara,0
"San Jose, CA",95159,P.O. Box,Santa Clara,0
"San Jose, CA",95160,P.O. Box,Santa Clara,0
"San Jose, CA",95161,P.O. Box,Santa Clara,0
"San Jose, CA",95164,P.O. Box,Santa Clara,0
"San Jose, CA",95170,P.O. Box,Santa Clara,0
"San Jose, CA",95172,P.O. Box,Santa Clara,0
"San Jose, CA",95173,P.O. Box,Santa Clara,0
"San Jose, CA",95190,Unique,Santa Clara,0
"San Jose, CA",95191,Unique,Santa Clara,0
"San Jose, CA",95192,Unique,Santa Clara,0
"San Jose, CA",95193,Unique,Santa Clara,0
"San Jose, CA",95194,Unique,Santa Clara,0
"San Jose, CA",95196,Unique,Santa Clara,0
"Austin, TX",73301,Unique,Travis,0
"Austin, TX",73344,Unique,Travis,0
"Austin, TX",78681,Standard,Williamson,"50,606"
"Austin, TX",78701,Standard,Travis,"6,841"
"Austin, TX",78702,Standard,Travis,"21,334"
"Austin, TX",78703,Standard,Travis,"19,690"
"Austin, TX",78704,Standard,Travis,"42,117"
"Austin, TX",78705,Standard,Travis,"31,340"
"Austin, TX",78708,P.O. Box,Travis,0
"Austin, TX",78709,P.O. Box,Travis,0
"Austin, TX",78710,Standard,Travis,0
"Austin, TX",78711,P.O. Box,Travis,0
"Austin, TX",78712,Standard,Travis,860
"Austin, TX",78713,P.O. Box,Travis,0
"Austin, TX",78714,P.O. Box,Travis,0
"Austin, TX",78715,P.O. Box,Travis,0
"Austin, TX",78716,P.O. Box,Travis,0
"Austin, TX",78717,Standard,Williamson,"22,538"
"Austin, TX",78718,P.O. Box,Travis,0
"Austin, TX",78719,Standard,Travis,"1,764"
"Austin, TX",78720,P.O. Box,Travis,0
"Austin, TX",78721,Standard,Travis,"11,425"
"Austin, TX",78722,Standard,Travis,"5,901"
"Austin, TX",78723,Standard,Travis,"28,330"
"Austin, TX",78724,Standard,Travis,"21,696"
"Austin, TX",78725,Standard,Travis,"6,083"
"Austin, TX",78726,Standard,Travis,"13,122"
"Austin, TX",78727,Standard,Travis,"26,689"
"Austin, TX",78728,Standard,Travis,"20,299"
"Austin, TX",78729,Standard,Williamson,"27,108"
"Austin, TX",78730,Standard,Travis,"7,955"
"Austin, TX",78731,Standard,Travis,"24,614"
"Austin, TX",78732,Standard,Travis,"14,060"
"Austin, TX",78733,Standard,Travis,"8,762"
"Austin, TX",78734,Standard,Travis,"17,655"
"Austin, TX",78735,Standard,Travis,"16,131"
"Austin, TX",78736,Standard,Travis,"6,946"
"Austin, TX",78737,Standard,Hays,"12,081"
"Austin, TX",78738,Standard,Travis,"12,134"
"Austin, TX",78739,Standard,Travis,"16,792"
"Austin, TX",78741,Standard,Travis,"44,935"
"Austin, TX",78742,Standard,Travis,820
"Austin, TX",78744,Standard,Travis,"42,820"
"Austin, TX",78745,Standard,Travis,"55,614"
"Austin, TX",78746,Standard,Travis,"26,928"
"Austin, TX",78747,Standard,Travis,"14,808"
"Austin, TX",78748,Standard,Travis,"40,651"
"Austin, TX",78749,Standard,Travis,"34,449"
"Austin, TX",78750,Standard,Travis,"26,814"
"Austin, TX",78751,Standard,Travis,"14,385"
"Austin, TX",78752,Standard,Travis,"18,064"
"Austin, TX",78753,Standard,Travis,"49,301"
"Austin, TX",78754,Standard,Travis,"15,036"
"Austin, TX",78755,P.O. Box,Travis,0
"Austin, TX",78756,Standard,Travis,"7,194"
"Austin, TX",78757,Standard,Travis,"21,310"
"Austin, TX",78758,Standard,Travis,"44,072"
"Austin, TX",78759,Standard,Travis,"38,891"
"Austin, TX",78760,P.O. Box,Travis,0
"Austin, TX",78761,P.O. Box,Travis,0
"Austin, TX",78762,P.O. Box,Travis,0
"Austin, TX",78763,P.O. Box,Travis,0
"Austin, TX",78764,P.O. Box,Travis,0
"Austin, TX",78765,P.O. Box,Travis,0
"Austin, TX",78766,P.O. Box,Travis,0
"Austin, TX",78767,P.O. Box,Travis,0
"Austin, TX",78768,P.O. Box,Travis,0
"Austin, TX",78772,Unique,Travis,0
"Austin, TX",78773,Unique,Travis,0
"Austin, TX",78774,Unique,Travis,0
"Austin, TX",78778,Unique,Travis,0
"Austin, TX",78779,Unique,Travis,0
"Austin, TX",78783,Unique,Travis,0
"Austin, TX",78799,Standard,Travis,0
"Jacksonville, FL",32099,Standard,Duval,0
"Jacksonville, FL",32201,P.O. Box,Duval,0
"Jacksonville, FL",32202,Standard,Duval,"7,915"
"Jacksonville, FL",32203,P.O. Box,Duval,0
"Jacksonville, FL",32204,Standard,Duval,"6,906"
"Jacksonville, FL",32205,Standard,Duval,"28,225"
"Jacksonville, FL",32206,Standard,Duval,"17,669"
"Jacksonville, FL",32207,Standard,Duval,"33,306"
"Jacksonville, FL",32208,Standard,Duval,"30,879"
"Jacksonville, FL",32209,Standard,Duval,"34,305"
"Jacksonville, FL",32210,Standard,Duval,"59,080"
"Jacksonville, FL",32211,Standard,Duval,"30,501"
"Jacksonville, FL",32212,Standard,Duval,"1,959"
"Jacksonville, FL",32214,Unique,Duval,0
"Jacksonville, FL",32216,Standard,Duval,"34,876"
"Jacksonville, FL",32217,Standard,Duval,"18,817"
"Jacksonville, FL",32218,Standard,Duval,"53,473"
"Jacksonville, FL",32219,Standard,Duval,"11,886"
"Jacksonville, FL",32220,Standard,Duval,"12,946"
"Jacksonville, FL",32221,Standard,Duval,"27,918"
"Jacksonville, FL",32222,Standard,Duval,"8,691"
"Jacksonville, FL",32223,Standard,Duval,"23,980"
"Jacksonville, FL",32224,Standard,Duval,"38,934"
"Jacksonville, FL",32225,Standard,Duval,"52,485"
"Jacksonville, FL",32226,Standard,Duval,"15,761"
"Jacksonville, FL",32227,Standard,Duval,"2,149"
"Jacksonville, FL",32228,P.O. Box,Duval,314
"Jacksonville, FL",32229,P.O. Box,Duval,0
"Jacksonville, FL",32231,P.O. Box,Duval,0
"Jacksonville, FL",32232,P.O. Box,Duval,0
"Jacksonville, FL",32233,Standard,Duval,"23,673"
"Jacksonville, FL",32234,Standard,Duval,"6,606"
"Jacksonville, FL",32235,P.O. Box,Duval,0
"Jacksonville, FL",32236,P.O. Box,Duval,0
"Jacksonville, FL",32237,P.O. Box,Duval,0
"Jacksonville, FL",32238,P.O. Box,Duval,0
"Jacksonville, FL",32239,P.O. Box,Duval,0
"Jacksonville, FL",32240,P.O. Box,Duval,0
"Jacksonville, FL",32241,P.O. Box,Duval,0
"Jacksonville, FL",32244,Standard,Duval,"57,369"
"Jacksonville, FL",32245,P.O. Box,Duval,0
"Jacksonville, FL",32246,Standard,Duval,"48,789"
"Jacksonville, FL",32247,P.O. Box,Duval,0
"Jacksonville, FL",32250,Standard,Duval,"25,356"
"Jacksonville, FL",32254,Standard,Duval,"13,570"
"Jacksonville, FL",32255,P.O. Box,Duval,0
"Jacksonville, FL",32256,Standard,Duval,"38,483"
"Jacksonville, FL",32257,Standard,Duval,"36,430"
"Jacksonville, FL",32258,Standard,Duval,"26,759"
"Jacksonville, FL",32259,Standard,Saint Johns,"36,917"
"Jacksonville, FL",32260,P.O. Box,Saint Johns,0
"Jacksonville, FL",32266,Standard,Duval,"7,037"
"Jacksonville, FL",32277,Standard,Duval,"29,517"
"San Francisco, CA",94102,Standard,San Francisco,"31,176"
"San Francisco, CA",94103,Standard,San Francisco,"27,170"
"San Francisco, CA",94104,Standard,San Francisco,406
"San Francisco, CA",94105,Standard,San Francisco,"5,846"
"San Francisco, CA",94107,Standard,San Francisco,"26,599"
"San Francisco, CA",94108,Standard,San Francisco,"13,768"
"San Francisco, CA",94109,Standard,San Francisco,"55,984"
"San Francisco, CA",94110,Standard,San Francisco,"69,333"
"San Francisco, CA",94111,Standard,San Francisco,"3,713"
"San Francisco, CA",94112,Standard,San Francisco,"79,407"
"San Francisco, CA",94114,Standard,San Francisco,"31,124"
"San Francisco, CA",94115,Standard,San Francisco,"33,021"
"San Francisco, CA",94116,Standard,San Francisco,"43,698"
"San Francisco, CA",94117,Standard,San Francisco,"39,169"
"San Francisco, CA",94118,Standard,San Francisco,"38,319"
"San Francisco, CA",94119,P.O. Box,San Francisco,0
"San Francisco, CA",94120,P.O. Box,San Francisco,0
"San Francisco, CA",94121,Standard,San Francisco,"41,203"
"San Francisco, CA",94122,Standard,San Francisco,"56,023"
"San Francisco, CA",94123,Standard,San Francisco,"23,088"
"San Francisco, CA",94124,Standard,San Francisco,"33,996"
"San Francisco, CA",94125,P.O. Box,San Francisco,0
"San Francisco, CA",94126,P.O. Box,San Francisco,0
"San Francisco, CA",94127,Standard,San Francisco,"19,289"
"San Francisco, CA",94128,Standard,San Mateo,69
"San Francisco, CA",94129,Standard,San Francisco,"3,183"
"San Francisco, CA",94130,Standard,San Francisco,"2,880"
"San Francisco, CA",94131,Standard,San Francisco,"26,881"
"San Francisco, CA",94132,Standard,San Francisco,"28,129"
"San Francisco, CA",94133,Standard,San Francisco,"26,237"
"San Francisco, CA",94134,Standard,San Francisco,"40,798"
"San Francisco, CA",94137,Unique,San Francisco,0
"San Francisco, CA",94139,Unique,San Francisco,0
"San Francisco, CA",94140,P.O. Box,San Francisco,0
"San Francisco, CA",94141,P.O. Box,San Francisco,0
"San Francisco, CA",94142,P.O. Box,San Francisco,0
"San Francisco, CA",94143,Standard,San Francisco,0
"San Francisco, CA",94144,Unique,San Francisco,0
"San Francisco, CA",94145,Unique,San Francisco,0
"San Francisco, CA",94146,P.O. Box,San Francisco,0
"San Francisco, CA",94147,P.O. Box,San Francisco,0
"San Francisco, CA",94151,Unique,San Francisco,0
"San Francisco, CA",94158,Standard,San Francisco,"4,792"
"San Francisco, CA",94159,P.O. Box,San Francisco,0
"San Francisco, CA",94160,Unique,San Francisco,0
"San Francisco, CA",94161,Unique,San Francisco,0
"San Francisco, CA",94163,Unique,San Francisco,0
"San Francisco, CA",94164,P.O. Box,San Francisco,0
"San Francisco, CA",94172,P.O. Box,San Francisco,0
"San Francisco, CA",94177,Unique,San Francisco,0
"San Francisco, CA",94188,Standard,San Francisco,0
"Indianapolis, IN",46201,Standard,Marion,"30,962"
"Indianapolis, IN",46202,Standard,Marion,"16,335"
"Indianapolis, IN",46203,Standard,Marion,"38,950"
"Indianapolis, IN",46204,Standard,Marion,"5,125"
"Indianapolis, IN",46205,Standard,Marion,"25,356"
"Indianapolis, IN",46206,P.O. Box,Marion,0
"Indianapolis, IN",46207,P.O. Box,Marion,0
"Indianapolis, IN",46208,Standard,Marion,"22,239"
"Indianapolis, IN",46209,Unique,Marion,0
"Indianapolis, IN",46213,Unique,Marion,0
"Indianapolis, IN",46214,Standard,Marion,"24,306"
"Indianapolis, IN",46216,Standard,Marion,"1,697"
"Indianapolis, IN",46217,Standard,Marion,"29,358"
"Indianapolis, IN",46218,Standard,Marion,"29,028"
"Indianapolis, IN",46219,Standard,Marion,"33,930"
"Indianapolis, IN",46220,Standard,Marion,"34,830"
"Indianapolis, IN",46221,Standard,Marion,"26,393"
"Indianapolis, IN",46222,Standard,Marion,"34,044"
"Indianapolis, IN",46224,Standard,Marion,"35,094"
"Indianapolis, IN",46225,Standard,Marion,"7,319"
"Indianapolis, IN",46226,Standard,Marion,"43,904"
"Indianapolis, IN",46227,Standard,Marion,"57,086"
"Indianapolis, IN",46228,Standard,Marion,"14,755"
