City,ZipCode,Type,County,Population
"Indianapolis, IN",46229,Standard,Marion,"27,262"
"Indianapolis, IN",46230,P.O. Box,Marion,0
"Indianapolis, IN",46231,Standard,Marion,"10,440"
"Indianapolis, IN",46234,Standard,Marion,"24,810"
"Indianapolis, IN",46235,Standard,Marion,"30,825"
"Indianapolis, IN",46236,Standard,Marion,"27,294"
"Indianapolis, IN",46237,Standard,Marion,"39,624"
"Indianapolis, IN",46239,Standard,Marion,"25,345"
"Indianapolis, IN",46240,Standard,Marion,"18,731"
"Indianapolis, IN",46241,Standard,Marion,"30,670"
"Indianapolis, IN",46242,P.O. Box,Marion,0
"Indianapolis, IN",46244,P.O. Box,Marion,0
"Indianapolis, IN",46247,P.O. Box,Marion,0
"Indianapolis, IN",46249,Unique,Marion,0
"Indianapolis, IN",46250,Standard,Marion,"18,546"
"Indianapolis, IN",46251,P.O. Box,Marion,0
"Indianapolis, IN",46253,P.O. Box,Marion,0
"Indianapolis, IN",46254,Standard,Marion,"38,095"
"Indianapolis, IN",46255,Unique,Marion,0
"Indianapolis, IN",46256,Standard,Marion,"23,647"
"Indianapolis, IN",46259,Standard,Marion,"11,617"
"Indianapolis, IN",46260,Standard,Marion,"32,406"
"Indianapolis, IN",46262,Unique,Marion,0
"Indianapolis, IN",46268,Standard,Marion,"24,965"
"Indianapolis, IN",46277,Unique,Marion,0
"Indianapolis, IN",46278,Standard,Marion,"8,197"
"Indianapolis, IN",46280,Standard,Hamilton,"6,793"
"Indianapolis, IN",46282,Standard,Marion,0
"Indianapolis, IN",46283,Unique,Marion,0
"Indianapolis, IN",46285,Unique,Marion,0
"Indianapolis, IN",46288,Unique,Marion,0
"Indianapolis, IN",46290,Standard,Hamilton,170
"Indianapolis, IN",46298,Unique,Marion,0
"Columbus, OH",43081,Standard,Franklin,"55,991"
"Columbus, OH",43085,Standard,Franklin,"23,258"
"Columbus, OH",43201,Standard,Franklin,"35,495"
"Columbus, OH",43202,Standard,Franklin,"20,251"
"Columbus, OH",43203,Standard,Franklin,"8,108"
"Columbus, OH",43204,Standard,Franklin,"42,104"
"Columbus, OH",43205,Standard,Franklin,"12,272"
"Columbus, OH",43206,Standard,Franklin,"21,864"
"Columbus, OH",43207,Standard,Franklin,"45,144"
"Columbus, OH",43209,Standard,Franklin,"27,228"
"Columbus, OH",43210,Standard,Franklin,"9,432"
"Columbus, OH",43211,Standard,Franklin,"21,600"
"Columbus, OH",43212,Standard,Franklin,"18,551"
"Columbus, OH",43213,Standard,Franklin,"30,444"
"Columbus, OH",43214,Standard,Franklin,"24,650"
"Columbus, OH",43215,Standard,Franklin,"12,790"
"Columbus, OH",43216,P.O. Box,Franklin,0
"Columbus, OH",43217,Standard,Franklin,"2,602"
"Columbus, OH",43218,P.O. Box,Franklin,0
"Columbus, OH",43219,Standard,Franklin,"27,123"
"Columbus, OH",43220,Standard,Franklin,"24,989"
"Columbus, OH",43221,Standard,Franklin,"31,265"
"Columbus, OH",43222,Standard,Franklin,"4,617"
"Columbus, OH",43223,Standard,Franklin,"27,366"
"Columbus, OH",43224,Standard,Franklin,"38,699"
"Columbus, OH",43226,P.O. Box,Franklin,0
"Columbus, OH",43227,Standard,Franklin,"21,340"
"Columbus, OH",43228,Standard,Franklin,"50,737"
"Columbus, OH",43229,Standard,Franklin,"46,347"
"Columbus, OH",43230,Standard,Franklin,"51,161"
"Columbus, OH",43231,Standard,Franklin,"19,685"
"Columbus, OH",43232,Standard,Franklin,"42,201"
"Columbus, OH",43234,P.O. Box,Franklin,0
"Columbus, OH",43235,Standard,Franklin,"38,493"
"Columbus, OH",43236,P.O. Box,Franklin,0
"Columbus, OH",43240,Standard,Delaware,"3,469"
"Columbus, OH",43251,Unique,Franklin,0
"Columbus, OH",43260,Unique,Franklin,0
"Columbus, OH",43266,Unique,Franklin,0
"Columbus, OH",43268,Unique,Franklin,0
"Columbus, OH",43270,Unique,Franklin,0
"Columbus, OH",43271,Unique,Franklin,0
"Columbus, OH",43272,Unique,Franklin,0
"Columbus, OH",43279,Unique,Franklin,0
"Columbus, OH",43287,Unique,Franklin,0
"Columbus, OH",43291,Unique,Franklin,0
"Fort Worth, TX",76101,P.O. Box,Tarrant,0
"Fort Worth, TX",76102,Standard,Tarrant,"8,111"
"Fort Worth, TX",76103,Standard,Tarrant,"14,572"
"Fort Worth, TX",76104,Standard,Tarrant,"17,446"
"Fort Worth, TX",76105,Standard,Tarrant,"22,194"
"Fort Worth, TX",76106,Standard,Tarrant,"35,389"
"Fort Worth, TX",76107,Standard,Tarrant,"25,917"
"Fort Worth, TX",76108,Standard,Tarrant,"38,227"
"Fort Worth, TX",76109,Standard,Tarrant,"21,710"
"Fort Worth, TX",76110,Standard,Tarrant,"30,434"
"Fort Worth, TX",76111,Standard,Tarrant,"21,685"
"Fort Worth, TX",76112,Standard,Tarrant,"38,993"
"Fort Worth, TX",76113,P.O. Box,Tarrant,0
"Fort Worth, TX",76114,Standard,Tarrant,"24,741"
"Fort Worth, TX",76115,Standard,Tarrant,"20,696"
"Fort Worth, TX",76116,Standard,Tarrant,"46,746"
"Fort Worth, TX",76117,Standard,Tarrant,"30,645"
"Fort Worth, TX",76118,Standard,Tarrant,"13,866"
"Fort Worth, TX",76119,Standard,Tarrant,"42,761"
"Fort Worth, TX",76120,Standard,Tarrant,"15,283"
"Fort Worth, TX",76121,P.O. Box,Tarrant,0
"Fort Worth, TX",76122,Unique,Tarrant,0
"Fort Worth, TX",76123,Standard,Tarrant,"29,722"
"Fort Worth, TX",76124,P.O. Box,Tarrant,0
"Fort Worth, TX",76126,Standard,Tarrant,"19,395"
"Fort Worth, TX",76127,Standard,Tarrant,"2,003"
"Fort Worth, TX",76129,Unique,Tarrant,"2,833"
"Fort Worth, TX",76130,Unique,Tarrant,0
"Fort Worth, TX",76131,Standard,Tarrant,"28,374"
"Fort Worth, TX",76132,Standard,Tarrant,"24,709"
"Fort Worth, TX",76133,Standard,Tarrant,"48,394"
"Fort Worth, TX",76134,Standard,Tarrant,"23,704"
"Fort Worth, TX",76135,Standard,Tarrant,"20,684"
"Fort Worth, TX",76136,P.O. Box,Tarrant,0
"Fort Worth, TX",76137,Standard,Tarrant,"54,911"
"Fort Worth, TX",76140,Standard,Tarrant,"26,340"
"Fort Worth, TX",76147,P.O. Box,Tarrant,0
"Fort Worth, TX",76148,Standard,Tarrant,"23,331"
"Fort Worth, TX",76150,Unique,Tarrant,0
"Fort Worth, TX",76155,Standard,Tarrant,"3,115"
"Fort Worth, TX",76161,P.O. Box,Tarrant,0
"Fort Worth, TX",76162,P.O. Box,Tarrant,0
"Fort Worth, TX",76163,P.O. Box,Tarrant,0
"Fort Worth, TX",76164,Standard,Tarrant,"16,748"
"Fort Worth, TX",76166,Unique,Tarrant,0
"Fort Worth, TX",76177,Standard,Tarrant,"4,891"
"Fort Worth, TX",76179,Standard,Tarrant,"48,058"
"Fort Worth, TX",76180,Standard,Tarrant,"33,444"
"Fort Worth, TX",76181,P.O. Box,Tarrant,0
"Fort Worth, TX",76182,Standard,Tarrant,"28,209"
"Fort Worth, TX",76185,P.O. Box,Tarrant,0
"Fort Worth, TX",76190,Unique,Tarrant,0
"Fort Worth, TX",76191,Unique,Tarrant,0
"Fort Worth, TX",76192,Unique,Tarrant,0
"Fort Worth, TX",76193,Unique,Tarrant,0
"Fort Worth, TX",76195,Unique,Tarrant,0
"Fort Worth, TX",76196,Unique,Tarrant,0
"Fort Worth, TX",76197,Unique,Tarrant,0
"Fort Worth, TX",76198,Unique,Tarrant,0
"Fort Worth, TX",76199,Unique,Tarrant,0
"Fort Worth, TX",76244,Standard,Tarrant,"60,388"
"Charlotte, NC",28201,P.O. Box,Mecklenburg,0
"Charlotte, NC",28202,Standard,Mecklenburg,"11,195"
"Charlotte, NC",28203,Standard,Mecklenburg,"11,315"
"Charlotte, NC",28204,Standard,Mecklenburg,"4,796"
"Charlotte, NC",28205,Standard,Mecklenburg,"43,931"
"Charlotte, NC",28206,Standard,Mecklenburg,"11,898"
"Charlotte, NC",28207,Standard,Mecklenburg,"9,280"
"Charlotte, NC",28208,Standard,Mecklenburg,"34,167"
"Charlotte, NC",28209,Standard,Mecklenburg,"20,317"
"Charlotte, NC",28210,Standard,Mecklenburg,"42,263"
"Charlotte, NC",28211,Standard,Mecklenburg,"28,523"
"Charlotte, NC",28212,Standard,Mecklenburg,"38,457"
"Charlotte, NC",28213,Standard,Mecklenburg,"37,309"
"Charlotte, NC",28214,Standard,Mecklenburg,"34,721"
"Charlotte, NC",28215,Standard,Mecklenburg,"53,629"
"Charlotte, NC",28216,Standard,Mecklenburg,"47,208"
"Charlotte, NC",28217,Standard,Mecklenburg,"24,204"
"Charlotte, NC",28218,P.O. Box,Mecklenburg,0
"Charlotte, NC",28219,P.O. Box,Mecklenburg,0
"Charlotte, NC",28220,P.O. Box,Mecklenburg,0
"Charlotte, NC",28221,P.O. Box,Mecklenburg,0
"Charlotte, NC",28222,P.O. Box,Mecklenburg,0
"Charlotte, NC",28223,Unique,Mecklenburg,0
"Charlotte, NC",28224,P.O. Box,Mecklenburg,0
"Charlotte, NC",28226,Standard,Mecklenburg,"37,286"
"Charlotte, NC",28227,Standard,Mecklenburg,"49,635"
"Charlotte, NC",28228,Unique,Mecklenburg,0
"Charlotte, NC",28229,P.O. Box,Mecklenburg,0
"Charlotte, NC",28230,P.O. Box,Mecklenburg,0
"Charlotte, NC",28231,P.O. Box,Mecklenburg,0
"Charlotte, NC",28232,P.O. Box,Mecklenburg,0
"Charlotte, NC",28233,P.O. Box,Mecklenburg,0
"Charlotte, NC",28234,P.O. Box,Mecklenburg,0
"Charlotte, NC",28235,P.O. Box,Mecklenburg,0
"Charlotte, NC",28236,P.O. Box,Mecklenburg,0
"Charlotte, NC",28237,P.O. Box,Mecklenburg,0
"Charlotte, NC",28241,P.O. Box,Mecklenburg,0
"Charlotte, NC",28242,Unique,Mecklenburg,0
"Charlotte, NC",28243,Unique,Mecklenburg,0
"Charlotte, NC",28244,Standard,Mecklenburg,0
"Charlotte, NC",28246,Standard,Mecklenburg,0
"Charlotte, NC",28247,P.O. Box,Mecklenburg,0
"Charlotte, NC",28253,Unique,Mecklenburg,0
"Charlotte, NC",28254,Standard,Mecklenburg,0
"Charlotte, NC",28255,Unique,Mecklenburg,0
"Charlotte, NC",28256,P.O. Box,Mecklenburg,0
"Charlotte, NC",28258,Unique,Mecklenburg,0
"Charlotte, NC",28260,P.O. Box,Mecklenburg,0
"Charlotte, NC",28262,Standard,Mecklenburg,"37,547"
"Charlotte, NC",28263,Unique,Mecklenburg,0
"Charlotte, NC",28265,P.O. Box,Mecklenburg,0
"Charlotte, NC",28266,P.O. Box,Mecklenburg,0
"Charlotte, NC",28269,Standard,Mecklenburg,"71,048"
"Charlotte, NC",28270,Standard,Mecklenburg,"31,525"
"Charlotte, NC",28271,P.O. Box,Mecklenburg,0
"Charlotte, NC",28272,P.O. Box,Mecklenburg,0
"Charlotte, NC",28273,Standard,Mecklenburg,"31,478"
"Charlotte, NC",28274,Unique,Mecklenburg,0
"Charlotte, NC",28275,P.O. Box,Mecklenburg,0
"Charlotte, NC",28277,Standard,Mecklenburg,"59,664"
"Charlotte, NC",28278,Standard,Mecklenburg,"19,283"
"Charlotte, NC",28280,Standard,Mecklenburg,10
"Charlotte, NC",28281,Standard,Mecklenburg,0
"Charlotte, NC",28282,Standard,Mecklenburg,0
"Charlotte, NC",28284,Standard,Mecklenburg,0
"Charlotte, NC",28285,Standard,Mecklenburg,0
"Charlotte, NC",28287,Standard,Mecklenburg,0
"Charlotte, NC",28288,Unique,Mecklenburg,0
"Charlotte, NC",28289,Unique,Mecklenburg,0
"Charlotte, NC",28290,Unique,Mecklenburg,0
"Charlotte, NC",28296,Unique,Mecklenburg,0
"Charlotte, NC",28297,P.O. Box,Mecklenburg,0
"Charlotte, NC",28299,P.O. Box,Mecklenburg,0
"Detroit, MI",48201,Standard,Wayne,"12,814"
"Detroit, MI",48202,Standard,Wayne,"16,603"
"Detroit, MI",48203,Standard,Wayne,"28,409"
"Detroit, MI",48204,Standard,Wayne,"27,997"
"Detroit, MI",48205,Standard,Wayne,"44,045"
"Detroit, MI",48206,Standard,Wayne,"21,954"
"Detroit, MI",48207,Standard,Wayne,"20,252"
"Detroit, MI",48208,Standard,Wayne,"10,234"
"Detroit, MI",48209,Standard,Wayne,"32,262"
"Detroit, MI",48210,Standard,Wayne,"31,017"
"Detroit, MI",48211,Standard,Wayne,"7,082"
"Detroit, MI",48212,Standard,Wayne,"39,038"
"Detroit, MI",48213,Standard,Wayne,"27,712"
"Detroit, MI",48214,Standard,Wayne,"22,759"
"Detroit, MI",48215,Standard,Wayne,"13,565"
"Detroit, MI",48216,Standard,Wayne,"5,645"
"Detroit, MI",48217,Standard,Wayne,"8,210"
"Detroit, MI",48218,Standard,Wayne,"7,903"
"Detroit, MI",48219,Standard,Wayne,"46,931"
"Detroit, MI",48220,Standard,Oakland,"22,319"
"Detroit, MI",48221,Standard,Wayne,"38,727"
"Detroit, MI",48222,Unique,Wayne,0
"Detroit, MI",48223,Standard,Wayne,"25,336"
"Detroit, MI",48224,Standard,Wayne,"44,439"
"Detroit, MI",48225,Standard,Wayne,"14,554"
"Detroit, MI",48226,Standard,Wayne,"5,302"
"Detroit, MI",48227,Standard,Wayne,"45,380"
"Detroit, MI",48228,Standard,Wayne,"52,130"
"Detroit, MI",48229,Standard,Wayne,"9,556"
"Detroit, MI",48230,Standard,Wayne,"16,976"
"Detroit, MI",48231,P.O. Box,Wayne,0
"Detroit, MI",48232,P.O. Box,Wayne,0
"Detroit, MI",48233,Standard,Wayne,0
"Detroit, MI",48234,Standard,Wayne,"36,140"
"Detroit, MI",48235,Standard,Wayne,"45,063"
"Detroit, MI",48236,Standard,Wayne,"30,607"
"Detroit, MI",48237,Standard,Oakland,"29,319"
"Detroit, MI",48238,Standard,Wayne,"31,743"
"Detroit, MI",48239,Standard,Wayne,"35,524"
"Detroit, MI",48240,Standard,Wayne,"17,722"
"Detroit, MI",48242,Standard,Wayne,0
"Detroit, MI",48243,Standard,Wayne,0
"Detroit, MI",48244,P.O. Box,Wayne,0
"Detroit, MI",48255,Unique,Wayne,0
"Detroit, MI",48260,Unique,Wayne,0
"Detroit, MI",48264,Unique,Wayne,0
"Detroit, MI",48265,Unique,Wayne,0
"Detroit, MI",48266,Unique,Wayne,0
"Detroit, MI",48267,Unique,Wayne,0
"Detroit, MI",48268,Unique,Wayne,0
"Detroit, MI",48269,Unique,Wayne,0
"Detroit, MI",48272,Unique,Wayne,0
"Detroit, MI",48275,Unique,Wayne,0
"Detroit, MI",48277,Unique,Wayne,0
"Detroit, MI",48278,Unique,Wayne,0
"Detroit, MI",48279,Unique,Wayne,0
"Detroit, MI",48288,Unique,Wayne,0
"El Paso, TX",79835,Standard,El Paso,"12,690"
"El Paso, TX",79901,Standard,El Paso,"11,328"
"El Paso, TX",79902,Standard,El Paso,"21,236"
"El Paso, TX",79903,Standard,El Paso,"18,451"
"El Paso, TX",79904,Standard,El Paso,"35,060"
"El Paso, TX",79905,Standard,El Paso,"26,036"
"El Paso, TX",79906,Standard,El Paso,"4,374"
"El Paso, TX",79907,Standard,El Paso,"55,132"
"El Paso, TX",79908,Standard,El Paso,"3,673"
"El Paso, TX",79910,Standard,El Paso,0
"El Paso, TX",79911,Standard,El Paso,"1,565"
"El Paso, TX",79912,Standard,El Paso,"77,161"
"El Paso, TX",79913,P.O. Box,El Paso,0
"El Paso, TX",79914,P.O. Box,El Paso,0
"El Paso, TX",79915,Standard,El Paso,"40,057"
"El Paso, TX",79916,Standard,El Paso,"2,995"
"El Paso, TX",79917,P.O. Box,El Paso,0
"El Paso, TX",79918,Standard,El Paso,0
"El Paso, TX",79920,P.O. Box,El Paso,153
"El Paso, TX",79922,Standard,El Paso,"8,935"
"El Paso, TX",79923,P.O. Box,El Paso,0
"El Paso, TX",79924,Standard,El Paso,"59,058"
"El Paso, TX",79925,Standard,El Paso,"40,641"
"El Paso, TX",79926,P.O. Box,El Paso,0
"El Paso, TX",79927,Standard,El Paso,"39,016"
"El Paso, TX",79928,Standard,El Paso,"49,544"
"El Paso, TX",79929,P.O. Box,El Paso,0
"El Paso, TX",79930,Standard,El Paso,"28,410"
"El Paso, TX",79931,P.O. Box,El Paso,0
"El Paso, TX",79932,Standard,El Paso,"24,986"
"El Paso, TX",79934,Standard,El Paso,"19,174"
"El Paso, TX",79935,Standard,El Paso,"18,042"
"El Paso, TX",79936,Standard,El Paso,"111,086"
"El Paso, TX",79937,P.O. Box,El Paso,0
"El Paso, TX",79938,Standard,El Paso,"53,520"
"El Paso, TX",79940,P.O. Box,El Paso,0
"El Paso, TX",79941,P.O. Box,El Paso,0
"El Paso, TX",79942,P.O. Box,El Paso,2
"El Paso, TX",79943,P.O. Box,El Paso,0
"El Paso, TX",79944,P.O. Box,El Paso,0
"El Paso, TX",79945,P.O. Box,El Paso,0
"El Paso, TX",79946,P.O. Box,El Paso,0
"El Paso, TX",79947,P.O. Box,El Paso,0
"El Paso, TX",79948,P.O. Box,El Paso,0
"El Paso, TX",79949,P.O. Box,El Paso,0
"El Paso, TX",79950,P.O. Box,El Paso,0
"El Paso, TX",79951,P.O. Box,El Paso,0
"El Paso, TX",79952,P.O. Box,El Paso,0
"El Paso, TX",79953,P.O. Box,El Paso,0
"El Paso, TX",79954,P.O. Box,El Paso,0
"El Paso, TX",79955,P.O. Box,El Paso,0
"El Paso, TX",79958,Unique,El Paso,0
"El Paso, TX",79960,Unique,El Paso,0
"El Paso, TX",79961,Unique,El Paso,0
"El Paso, TX",79968,Unique,El Paso,0
"El Paso, TX",79976,Unique,El Paso,0
"El Paso, TX",79978,Unique,El Paso,0
"El Paso, TX",79980,Unique,El Paso,0
"El Paso, TX",79995,P.O. Box,El Paso,0
"El Paso, TX",79996,P.O. Box,El Paso,0
"El Paso, TX",79997,P.O. Box,El Paso,0
"El Paso, TX",79998,P.O. Box,El Paso,0
"El Paso, TX",79999,P.O. Box,El Paso,0
"El Paso, TX",88510,P.O. Box,El Paso,0
"El Paso, TX",88511,P.O. Box,El Paso,0
"El Paso, TX",88512,P.O. Box,El Paso,0
"El Paso, TX",88513,P.O. Box,El Paso,0
"El Paso, TX",88514,P.O. Box,El Paso,0
"El Paso, TX",88515,P.O. Box,El Paso,0
"El Paso, TX",88517,P.O. Box,El Paso,0
"El Paso, TX",88518,P.O. Box,El Paso,0
"El Paso, TX",88519,P.O. Box,El Paso,0
"El Paso, TX",88520,P.O. Box,El Paso,0
"El Paso, TX",88521,P.O. Box,El Paso,0
"El Paso, TX",88523,P.O. Box,El Paso,0
"El Paso, TX",88524,P.O. Box,El Paso,0
"El Paso, TX",88525,P.O. Box,El Paso,0
"El Paso, TX",88526,P.O. Box,El Paso,0
"El Paso, TX",88527,P.O. Box,El Paso,0
"El Paso, TX",88528,P.O. Box,El Paso,0
"El Paso, TX",88529,P.O. Box,El Paso,0
"El Paso, TX",88530,P.O. Box,El Paso,0
"El Paso, TX",88531,P.O. Box,El Paso,0
"El Paso, TX",88532,P.O. Box,El Paso,0
"El Paso, TX",88533,P.O. Box,El Paso,0
"El Paso, TX",88534,P.O. Box,El Paso,0
"El Paso, TX",88535,P.O. Box,El Paso,0
"El Paso, TX",88536,P.O. Box,El Paso,0
"El Paso, TX",88538,P.O. Box,El Paso,0
"El Paso, TX",88539,P.O. Box,El Paso,0
"El Paso, TX",88540,P.O. Box,El Paso,0
"El Paso, TX",88541,P.O. Box,El Paso,0
"El Paso, TX",88542,P.O. Box,El Paso,0
"El Paso, TX",88543,P.O. Box,El Paso,0
"El Paso, TX",88544,P.O. Box,El Paso,0
"El Paso, TX",88545,P.O. Box,El Paso,0
"El Paso, TX",88546,P.O. Box,El Paso,0
"El Paso, TX",88547,P.O. Box,El Paso,0
"El Paso, TX",88548,P.O. Box,El Paso,0
"El Paso, TX",88549,P.O. Box,El Paso,0
"El Paso, TX",88550,P.O. Box,El Paso,0
"El Paso, TX",88553,P.O. Box,El Paso,0
"El Paso, TX",88554,P.O. Box,El Paso,0
"El Paso, TX",88555,P.O. Box,El Paso,0
"El Paso, TX",88556,P.O. Box,El Paso,0
"El Paso, TX",88557,P.O. Box,El Paso,0
"El Paso, TX",88558,P.O. Box,El Paso,0
"El Paso, TX",88559,P.O. Box,El Paso,0
"El Paso, TX",88560,P.O. Box,El Paso,0
"El Paso, TX",88561,P.O. Box,El Paso,0
"El Paso, TX",88562,P.O. Box,El Paso,0
"El Paso, TX",88563,P.O. Box,El Paso,0
"El Paso, TX",88565,P.O. Box,El Paso,0
"El Paso, TX",88566,P.O. Box,El Paso,0
"El Paso, TX",88567,P.O. Box,El Paso,0
"El Paso, TX",88568,P.O. Box,El Paso,0
"El Paso, TX",88569,P.O. Box,El Paso,0
"El Paso, TX",88570,P.O. Box,El Paso,0
"El Paso, TX",88571,P.O. Box,El Paso,0
"El Paso, TX",88572,P.O. Box,El Paso,0
"El Paso, TX",88573,P.O. Box,El Paso,0
"El Paso, TX",88574,P.O. Box,El Paso,0
"El Paso, TX",88575,P.O. Box,El Paso,0
"El Paso, TX",88576,P.O. Box,El Paso,0
"El Paso, TX",88577,P.O. Box,El Paso,0
"El Paso, TX",88578,P.O. Box,El Paso,0
"El Paso, TX",88579,P.O. Box,El Paso,0
"El Paso, TX",88580,P.O. Box,El Paso,0
"El Paso, TX",88581,P.O. Box,El Paso,0
"El Paso, TX",88582,P.O. Box,El Paso,0
"El Paso, TX",88583,P.O. Box,El Paso,0
"El Paso, TX",88584,P.O. Box,El Paso,0
"El Paso, TX",88585,P.O. Box,El Paso,0
"El Paso, TX",88586,P.O. Box,El Paso,0
"El Paso, TX",88587,P.O. Box,El Paso,0
"El Paso, TX",88588,P.O. Box,El Paso,0
"El Paso, TX",88589,P.O. Box,El Paso,0
"El Paso, TX",88590,P.O. Box,El Paso,0
"El Paso, TX",88595,P.O. Box,El Paso,0
"Seattle, WA",98101,Standard,King,"10,238"
"Seattle, WA",98102,Standard,King,"20,756"
"Seattle, WA",98103,Standard,King,"45,911"
"Seattle, WA",98104,Standard,King,"13,095"
"Seattle, WA",98105,Standard,King,"43,924"
"Seattle, WA",98106,Standard,King,"22,873"
"Seattle, WA",98107,Standard,King,"21,147"
"Seattle, WA",98108,Standard,King,"22,374"
"Seattle, WA",98109,Standard,King,"20,715"
"Seattle, WA",98110,Standard,Kitsap,"23,025"
"Seattle, WA",98111,P.O. Box,King,0
"Seattle, WA",98112,Standard,King,"21,077"
"Seattle, WA",98113,P.O. Box,King,0
"Seattle, WA",98114,P.O. Box,King,0
"Seattle, WA",98115,Standard,King,"46,206"
"Seattle, WA",98116,Standard,King,"22,241"
"Seattle, WA",98117,Standard,King,"31,365"
"Seattle, WA",98118,Standard,King,"42,731"
"Seattle, WA",98119,Standard,King,"21,039"
"Seattle, WA",98121,Standard,King,"12,628"
"Seattle, WA",98122,Standard,King,"31,454"
"Seattle, WA",98124,P.O. Box,King,0
"Seattle, WA",98125,Standard,King,"37,081"
"Seattle, WA",98126,Standard,King,"20,698"
"Seattle, WA",98127,P.O. Box,King,0
"Seattle, WA",98129,Unique,King,0
"Seattle, WA",98131,Standard,King,0
"Seattle, WA",98133,Standard,King,"44,555"
"Seattle, WA",98134,Standard,King,644
"Seattle, WA",98136,Standard,King,"14,770"
"Seattle, WA",98138,P.O. Box,King,0
"Seattle, WA",98139,P.O. Box,King,0
"Seattle, WA",98141,P.O. Box,King,0
"Seattle, WA",98144,Standard,King,"26,881"
"Seattle, WA",98145,P.O. Box,King,0
"Seattle, WA",98146,Standard,King,"25,922"
"Seattle, WA",98148,Standard,King,"10,010"
"Seattle, WA",98154,Standard,King,0
"Seattle, WA",98155,Standard,King,"32,778"
"Seattle, WA",98158,Standard,King,0
"Seattle, WA",98160,P.O. Box,King,0
"Seattle, WA",98161,Standard,King,0
"Seattle, WA",98164,Standard,King,141
"Seattle, WA",98165,P.O. Box,King,0
"Seattle, WA",98166,Standard,King,"20,301"
"Seattle, WA",98168,Standard,King,"33,734"
"Seattle, WA",98170,Unique,King,0
"Seattle, WA",98174,Standard,King,0
"Seattle, WA",98175,P.O. Box,King,0
"Seattle, WA",98177,Standard,King,"19,030"
"Seattle, WA",98178,Standard,King,"24,092"
"Seattle, WA",98181,Unique,King,0
"Seattle, WA",98185,Unique,King,0
"Seattle, WA",98188,Standard,King,"23,111"
"Seattle, WA",98190,Unique,King,0
"Seattle, WA",98191,Unique,King,0
"Seattle, WA",98194,P.O. Box,King,0
"Seattle, WA",98195,Unique,King,0
"Seattle, WA",98198,Standard,King,"34,584"
"Seattle, WA",98199,Standard,King,"19,686"
"Denver, CO",80012,Standard,Arapahoe,"46,665"
"Denver, CO",80014,Standard,Arapahoe,"36,710"
"Denver, CO",80022,Standard,Adams,"42,699"
"Denver, CO",80033,Standard,Jefferson,"23,969"
"Denver, CO",80123,Standard,Jefferson,"44,795"
"Denver, CO",80127,Standard,Jefferson,"42,597"
"Denver, CO",80201,P.O. Box,Denver,0
"Denver, CO",80202,Standard,Denver,"10,148"
"Denver, CO",80203,Standard,Denver,"18,839"
"Denver, CO",80204,Standard,Denver,"31,493"
"Denver, CO",80205,Standard,Denver,"29,221"
"Denver, CO",80206,Standard,Denver,"21,521"
"Denver, CO",80207,Standard,Denver,"21,216"
"Denver, CO",80208,Unique,Denver,0
"Denver, CO",80209,Standard,Denver,"21,526"
"Denver, CO",80210,Standard,Denver,"33,946"
"Denver, CO",80211,Standard,Denver,"31,583"
"Denver, CO",80212,Standard,Denver,"18,051"
"Denver, CO",80214,Standard,Jefferson,"24,821"
"Denver, CO",80215,Standard,Jefferson,"17,843"
"Denver, CO",80216,Standard,Denver,"10,924"
"Denver, CO",80217,P.O. Box,Denver,0
"Denver, CO",80218,Standard,Denver,"17,928"
"Denver, CO",80219,Standard,Denver,"61,296"
"Denver, CO",80220,Standard,Denver,"33,529"
"Denver, CO",80221,Standard,Adams,"37,779"
"Denver, CO",80222,Standard,Denver,"20,073"
"Denver, CO",80223,Standard,Denver,"17,987"
"Denver, CO",80224,Standard,Denver,"17,256"
"Denver, CO",80225,Standard,Jefferson,0
"Denver, CO",80226,Standard,Jefferson,"30,930"
"Denver, CO",80227,Standard,Jefferson,"33,667"
"Denver, CO",80228,Standard,Jefferson,"30,138"
"Denver, CO",80229,Standard,Adams,"49,598"
"Denver, CO",80230,Standard,Denver,"7,559"
"Denver, CO",80231,Standard,Denver,"32,127"
"Denver, CO",80232,Standard,Jefferson,"21,411"
"Denver, CO",80233,Standard,Adams,"45,386"
"Denver, CO",80234,Standard,Adams,"25,937"
"Denver, CO",80235,Standard,Jefferson,"7,571"
"Denver, CO",80236,Standard,Denver,"16,123"
"Denver, CO",80237,Standard,Denver,"17,569"
"Denver, CO",80238,Standard,Denver,"10,058"
"Denver, CO",80239,Standard,Denver,"40,512"
"Denver, CO",80241,Standard,Adams,"31,746"
"Denver, CO",80243,Unique,Denver,0
"Denver, CO",80244,Unique,Denver,0
"Denver, CO",80246,Standard,Denver,"12,875"
"Denver, CO",80247,Standard,Arapahoe,"25,449"
"Denver, CO",80248,P.O. Box,Denver,0
"Denver, CO",80249,Standard,Denver,"23,404"
"Denver, CO",80250,P.O. Box,Denver,0
"Denver, CO",80251,Unique,Denver,0
"Denver, CO",80256,Unique,Denver,0
"Denver, CO",80257,Unique,Denver,0
"Denver, CO",80259,Unique,Denver,0
"Denver, CO",80260,Standard,Adams,"31,412"
"Denver, CO",80261,Unique,Denver,0
"Denver, CO",80262,Unique,Denver,0
"Denver, CO",80263,Unique,Denver,0
"Denver, CO",80264,Standard,Denver,0
"Denver, CO",80265,Standard,Denver,0
